Live Book Черный юмор для белых,Тишков,"Карикатуры и рисунки, вошедшие в эту книгу, создавались в 70-е и 80-е годы двадцатого века, многие были опубликованы в разных популярных газетах и журналах тех времен, некоторые публикуются впервые. В этой книге - первая полная подборка ранних работ Тишкова-карикатуриста. Каждым своим рисунком Тишков подтверждает, что весь окружающий нас мир - это только линии на бумаге.",5 000 тг,0,Гаятри,2008 г.,9785968901484,160,Твердый,290 мм x 220 мм,19 мм,637 г.,http://www.bookcity.kz/content/images/thumbs/5022645_1344672.jpeg
История знаменитых цитат,Душенко К.В.,"Популярные цитаты - одна из важных частей культуры нередко это формулы нашего мышления. Знать, откуда они появились и что они означали в разное время, — дело вовсе не лишнее. Позволю себе предположить, что даже осведомленный читатель узнает немало нового о том, что он считал хорошо известным. А кроме того, выяснение этого - занятие необычайно увлекательное…",6 200 тг,5,Азбука-Аттикус,2018 г.,978538913120001,704,Твердый,215 мм x 145 мм,35 мм,820 г.,http://www.bookcity.kz/content/images/thumbs/5118759_1451632.jpeg
История мудрости в афоризмах великих,Неизвестно,"Перед вами история мудрости в афоризмах и высказываниях. Как менялась афористичная мысль на протяжении тысячелетий? Спорят ли великие со своими предшественниками и последователями? Повторяются? Учатся у них? И слышат ли они вообще друг друга?""Время уносит все"", - высказывался Платон. Но парадокс - он оказался первым философом древности, чьи сочинения сохранились в оригинале. Его предшественник Геродот был убежден, что ""издревле есть у людей мудрые и прекрасные изречения. от них следует нам поучаться..."".В этой книге вы можете совершить уникальное путешествие сквозь время, ""поглотившее многих великих""",8 000 тг,3,Олма,2018 г.,9785001113768,Твердый,12 мм,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5122375_1455019.jpeg
Кабус- наме,Кей-Кавус,"Познакомьтесь с одним из интереснейших памятников культуры мусульманского Востока. Эту книгу поучений написал для своего сына в конце ХI века Кей-Кавус — потомок некогда могущественного рода иранской аристократии, утратившего свое величие в условиях арабского халифата. Книга сделалась на многие столетия самым популярным пособием по педагогике, да и просто любимым семейным чтением. Большинство советов отца сыну и по сей день звучат актуально и могут оказаться полезными.",1 900 тг,5,Международный клуб любителей поэзии Абая,2004 г.,9789965611285,Твердый,17 мм,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5045272_1385235.jpeg
Кельтские мифы,Неизвестно,"Кельты, как ни один другой народ, окружены ореолом тайны, их культура, повлиявшая на традицию всей Европы, манит и завораживает. Кельтская мифология богата волшебными легендами и преданиями, передававшимися из уст в уста, и по многообразию богов и героев не уступает древнегреческой. Легенды о доблестном Кухулине, Артуре, подвигах Финна, племени богини Дану, любви Тристана и Изольды стали богатейшим материалом для У.Шекспира, У.Вордсворта, А.Теннисона, Дж.Толкисна и многих других классиков мировой литературы. В книгу вошло знаменитое собрание валлийских сказаний ""Мабиногион"" в переложении леди Шарлотты Гест, а также ""Ирландские сказания"" (переложение леди Изабеллы Августы Грегори).",3 700 тг,4,Эксмо,2016 г.,9785699863587,672,Твердый,200 мм x 130 мм,38 мм,620 г.,http://www.bookcity.kz/content/images/thumbs/5118804_1451679.jpeg
Книга Власти,Шан Ян,"Каждый властитель, желающий вернуть своей стране силу, мощь и славу, неизбежно открывает для себя ""Книгу Власти"" - один из первых в мире трактатов, не менее почитаемый в Китае, чем труды Конфуция. Написанный китайским мыслителем и политическим деятелем Шан Яном, этот труд стал популярен в Европе лишь через два тысячелетия - после появления ""Государя"" Макиавелли.Все существовавшие в мире империи и их правители в той или иной степени обращались к идеям и мыслям, рожденным Шан Яном, его рецепты по укреплению государственной власти верой и правдой служили человечеству на протяжении многих веков и, без всякого сомнения, будут востребованы вновь...",8 400 тг,5,Олма Медиа Групп,2018 г.,9785001111078,256,Твердый,290 мм x 205 мм,25 мм,915 г.,http://www.bookcity.kz/content/images/thumbs/5115836_1448814.jpeg
Книга мудрости,Неизвестно,"В этом роскошном сборнике собрана воедино драгоценная часть интеллектуального наследия человечества - афоризмы, мудрые мысли, образцы изящной литературы, сакральные заповеди, жемчужины философских трактатов, близкие сердцу стихотворные формы. .Книга дает редкую возможность прислушаться к увлекательному вневременному спору просветленных мистиков с отъявленными безбожниками, теософов с марксистами, убежденных однолюбов с женоненавистниками, твердых аскетов с поклонниками Бахуса и плотских утех, великих оптимистов с черными пессимистами. .Добро пожаловать в мир вечных истин!",8 600 тг,5,Олма Медиа Групп,2018 г.,9785001112167,Твердый,20 мм,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5115881_1448859.jpeg
Книга тысячи и одной ночи. Арабские сказки (с иллюстрациями),Неизвестно,"Истории, входящие в ""Книгу тысячи и одной ночи"" и восходящие к арабскому, иранскому и индийскому фольклору, весьма разнородны по стилю и содержанию. Это калейдоскоп событий и образов давно минувшей эпохи с пестрым колоритом нравов и быта различных слоев во времена багдадского правителя Харун ар-Рашида. Связующим звеном всех сказок является мудрая и начитанная дочь визиря Шехерезада. Спасаясь от расправы Шахрияра, после измены ополчившегося на всех женщин, Шехерезада своими историями отвлекает тирана от мрачных мыслей, прерывая свой рассказ на самом интересном месте и разжигая его любопытство… Джинны и колдуны, запечатанные тайным словом сокровища, волшебные кольца и светильники, очарованные юноши и лукавые красавицы – таким открывается читателю причудливый, пестрый, загадочный мир арабских сказок.",8 000 тг,0,Эксмо,2019 г.,9785040986026,Твердый,15 мм,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5129108_1461570.jpeg
Кожевников. Легенды Древней Тавриды,Неизвестно,"Крымская земля на протяжении многих столетий была центром бурных исторических событий, оставивших в ее народном фольклоре неизгладимые следы. Дивная природа полуострова - Черное море, причудливые контуры скал, покрытые лесом глубокие ущелья, таинственные пещеры - все это навевало фантастические образы и сюжеты, легко ложившиеся в основу древних легенд.  В сказаниях древней Тавриды прекрасно уживаются и герои из древнегреческой мифологии - Геракл, Артемида, Ифигения и реальные исторические личности - к примеру, крымские ханы Крым-Гирей и Арслан-Гирей и сказочные существа - птицы-амазонки, хитрые джинны и злобные шайтаны. В них также фигурирует множество географических реалий - гора Аю-Даг (Медвежья гора), Бахчисарайский фонтан, Разбойничья пещера, развалины крепости на Крестовой горе и т. д.  В крымских легендах, как и положено, воспеваются мужество и бесстрашие народа, они внушают веру в неизбежное торжество добра над злом, в справедливость и победу высоких принципов человеколюбия.",6 800 тг,0,Олма Медиа Групп,2015 г.,9785373074964,304,Твердый,290 мм x 205 мм,26 мм,1080 г.,http://www.bookcity.kz/content/images/thumbs/5127839_1460332.jpeg
Козьма Прутков. Избранное,Неизвестно,"Козьма Прутков - одна из самых удивительных загадок русской литературной и общественной жизни. Вымышленный персонаж, порожденный богатой фантазией поэта Алексея Константиновича Толстого и его двоюродных братьев Жемчужниковых - Алексея Михайловича, Владимира Михайловича и Александра Михайловича, ярко и неожиданно засверкав на литературном небосклоне, моментально завоевал славу как автор искрометных афоризмов, метких эпиграмм, колких басен и смешных комедий. Ему по душе были жанры, способствующие исправлению нравов и обличению пороков, в то время как он сам являлся плоть от плоти того самого общества, которое нещадно бичевал... Козьма Прутков - это актуальная во все времена сатира на вечного бюрократа, на самодовольного поэта и бездарного философа-мудреца, позволяющая нам со стороны взглянуть на собственные недостатки, посмеяться над ними и в то же время серьезно задуматься...",7 200 тг,1,Олма Медиа Групп,2013 г.,9785373053525,304,Твердый,290 мм x 205 мм,25 мм,1050 г.,http://www.bookcity.kz/content/images/thumbs/5100134_1436902.jpeg
Крылов И. Басни,Крылов И.А.,"С произведениями великого баснописца знакомятся в раннем детстве уже многие поколения читателей и потом, возвращаясь к ним на протяжении всей жизни, перечитывают их с новым, всегда свежим наслаждением. Истинно народным поэтом считал Крылова Пушкин. ""Книгой мудрости самого народа"" называл басни Крылова Гоголь. ""Россия… будет радоваться и гордиться им, – писал П.А.Вяземский, – доколе будет процветать наш народный язык и драгоценно будет русскому народу русское слово"". В настоящем издании представлено полное собрание басен И.А.Крылов, а также его наиболее известные пьесы: ""Модная лавка"", ""Урок дочкам"".",1 500 тг,5,Азбука-Аттикус,2016 г.,978538911059505,384,Твердый,200 мм x 130 мм,28 мм,305 г.,http://www.bookcity.kz/content/images/thumbs/5084364_1423342.jpeg
Легенды и мифы великих городов мира,Лукин Е.В.,"Энциклопедия ОЛМА «Планета Земля» открывает познавательную серию для детей среднего школьного возраста. Книга помогает получить базовые знания по физической географии в пределах школьной программы, наглядно показывает явления и взаимосвязи окружающей нас природы. Может использоваться и как увлекательное чтение, и как наглядное пособие, и как справочник.",6 800 тг,1,Олма Медиа Групп,2015 г.,9785373075114,304,Твердый,290 мм x 205 мм,30 мм,1030 г.,http://www.bookcity.kz/content/images/thumbs/5127694_1460182.jpeg
Легенды и мифы Древней Греции,Кун Н.А.,"""Легенды и мифы Древней Греции"" Куна можно читать в любом возрасте. И совершенно неважно, насколько глубоко вы знакомы с древнегреческой мифологией, помните ли кто такой Одиссей, царь Эдип, Геракл, кто воевал в Троянской войне и что такое ""ящик Пандоры"". Кун все вам разъяснит, причем настолько увлекательно, что вы совершенно точно полюбите этот удивительный мир, населенный богами и обычными людьми. А без знания этих историй почти невозможно ориентироваться в мире искусства: влияние мифов было и есть настолько велико, что до сих пор мы не можем без них обойтись, мы постоянно цитируем их, ссылаемся на них, с самых ранних лет и до глубокой старости мифы учат нас мудрости и пониманию жизни.",1 600 тг,4,АСТ,2018 г.,9785171122065,320,Мягкий,1 мм,501 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5125439_1457974.jpeg
Легенды и мифы Древней Греции,Кун Н.А.,"Книга выдающегося специалиста по античной истории и литературе Н.А.Куна ""Легенды и мифы Древней Греции"" — одно из самых популярных, доступных и одновременно авторитетных изданий, которые знакомят нас с культурой античного мира. С момента своего появления в 1914 году книга выдержала множество переизданий: нескончаем читательский интерес к захватывающим и красочным историям о происхождении богов Олимпа, подвигах Геракла, приключениях аргонавтов, странствиях Одиссея, трагедии царя Эдипа и Троянской войне. Знание этих героев и сюжетов дает ключ к пониманию многих произведений искусства: поэзии, драматургии, живописи и музыки.",1 500 тг,5,Азбука-Аттикус,2014 г.,978538904902405,544,Твердый,200 мм x 130 мм,26 мм,384 г.,http://www.bookcity.kz/content/images/thumbs/5065307_1405429.jpeg
Легенды и мифы Древней Греции и Древнего Рима,Кун Н.А.,"""Легенды и мифы Древней Греции"" в изложении знаменитого исследователя античности Н.А.Куна уже давно стали классикой, без которой трудно представить себе детство или юность образованного человека. Данное издание подарит вам уникальную возможность познакомиться с работами Н.А.Куна в том виде, в каком они вышли в свет в 1914 г. ""для учениц и учеников старших классов средних учебных заведений, а также для всех тех, кто интересуется мифологией греков и римлян"". Под своим первоначальным названием ""Что рассказывали греки и римляне о своих богах и героях"" оно издавалось в 1922 г. и 1937 г. В 1940 г. Н.А. Кун, подписывая сигнальный вариант третьего издания книги, изменил название на ""Легенды и мифы Древней Греции"". В книгу вошли мифы о богах, героях и аргонавтах, Илиада и Одиссея, мифы об Агамемноне и Оресте и Фиванский цикл мифов.",7 600 тг,4,АСТ,2017 г.,9785170990276,496,Твердый,240 мм x 170 мм,32 мм,975 г.,http://www.bookcity.kz/content/images/thumbs/5095931_1433964.jpeg
Легенды и мифы Древней Греции и Древнего Рима,Кун Н.А.,"""Легенды и мифы Древней Греции"" в изложении знаменитого исследователя античности Н.А. Куна уже давно стали классикой, без которой трудно представить себе детство или юность образованного человека.Данное издание подарит вам уникальную возможность познакомиться с работами Н.А. Куна в том виде, в каком они вышли в свет в 1914 г. ""для учениц и учеников старших классов средних учебных заведений, а также для всех тех, кто интересуется мифологией греков и римлян"". Под своим первоначальным названием ""Что рассказывали греки и римляне о своих богах и героях"" оно издавалось в 1922 г. и 1937 г. В 1940 г. Н.А. Кун, подписывая сигнальный вариант третьего издания книги, изменил название на ""Легенды и мифы Древней Греции"".В книгу вошли мифы о богах, героях и аргонавтах, Илиада и Одиссея, мифы об Агамемноне и Оресте и Фиванский цикл мифов.",6 000 тг,5,АСТ,2017 г.,9785171047207,528,Твердый,290 мм x 205 мм,40 мм,1010 г.,http://www.bookcity.kz/content/images/thumbs/5111400_1443262.jpeg
Легенды и предания Европы,Бурова И.И.,"Перед вами увлекательные легенды и сказания средневековой Европы, повествующие о королях и рыцарях, феях и прекрасных дамах, героях и разбойниках, менестрелях и вампирах, которые стали основополагающими сюжетами многих произведений европейской литературы и вошли в золотой фонд мировой культуры. Великий воин Сид Кампеадор и злодей Синяя Борода, Ундина и отважная леди Годива, певец любви Тангейзер и кровавый граф Дракула, проказник Тиль Уленшпигель и рыцарь-оборотень Бисклавре - эти и многие другие герои предстанут перед вами в прекрасных сказочных историях. Но легенды и предания - это не просто чистый вымысел и плод народной фантазии. Все эти герои имели реальные прототипы (один или сразу несколько) и тем интереснее и загадочнее рассматривать их в историческом контексте. Ведь, как утверждают историки, В л ад Цепеш, он же граф Дракула, был крестоносцем и примерным христианином Синяя Борода - маршал Франции Жиль де Ре - сражался в Столетней войне под знаменами Жанны д'Арк а...",6 800 тг,0,Олма Медиа Групп,2015 г.,9785373076654,304,Твердый,290 мм x 205 мм,27 мм,985 г.,http://www.bookcity.kz/content/images/thumbs/5076333_1415421.jpeg
Лучшие афоризмы всех времен и народов,Неизвестно,"Меткие, остроумные и глубокомысленные изречения умнейших и талантливых людей актуальны во все времена и при любых правителях. В афоризмах, как в зеркале, отражаются эпохи, в которых жили и творили великие умы человечества, они - средоточие вечных ценностей и проблем. Вне зависимости от государственного строя, от эстетических канонов и моды, люди любили и ненавидели, дружили и предавали, верили и разочаровывались и, конечно же, задумывались о жизни и смерти. Одно столетие сменялось другим, менялся не только стиль изложения, но и отношение людей к тому или иному вопросу, однако острота основных духовных и нравственных проблем оставалась неизменной. Предлагаемое читателям собрание афоризмов - это путешествие сквозь века в компании с выдающимися людьми как далекого, так и недавнего прошлого. В книгу вошли самые лучшие и интересные афоризмы всех времен и народов.",8 600 тг,4,Олма Медиа Групп,2018 г.,9785001112303,270 мм x 210 мм,21 мм,925 г.,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5117340_1450265.jpeg
Лучшие мысли и изречения древних в одном томе,Душенко К.В.,"В этой книге собраны лучшие прозаические изречения древних мыслителей, писателей, ораторов и богословов. Все они приводятся с указанием источника. подробный указатель позволяет найти высказывания на самые разные темы - от ""Ада"" до ""Ямба"".",6 300 тг,1,Эксмо,2015 г.,9785699830909,736,Твердый,215 мм x 145 мм,39 мм,815 г.,http://www.bookcity.kz/content/images/thumbs/5077615_1416898.jpeg
Лучшие пословицы народов мира. / сост. Кожевников.,Кожевников А.Ю.,"Пословицы различных народов мира веками сохраняют для нас жемчужины народной мудрости. С течением времени неизбежно изменяется уклад жизни, становятся иными представления о природе и мире. Однако краткость, выразительность и поэтичность народных пословиц до сих пор сохраняет свою убедительность и, в определенном смысле, актуальность. Сравнивая пословицы, созданные в разных концах света, можно обнаружить удивительные совпадения во взглядах людей, проживающих далеко друг от друга, или же, напротив, найти непримиримые противоречия в суждениях соседствующих народов. Пословицы, таким образом, отражают все многообразие жизненного опыта человечества. Значение пословиц в нашей жизни остается прежним: это подсказка на перепутье, утешение в беде, напоминание о том, о чем нельзя забывать.",7 500 тг,3,Олма Медиа Групп,2018 г.,9785001112181,Твердый,18 мм,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5115817_1448795.jpeg
Лучшие притчи мира. / сост. Кожевников.,Неизвестно,"Притча - один из ключевых и известных жанров мирового фольклора. В кратком увлекательном повествовании содержатся религиозные или нравственные поучения, жемчужины народной мудрости - ведь притчи представлены в фольклоре практически всех народов нашей планеты. Зародившись и обретя популярность еще в глубокой древности, притчи не утратили актуальности и до наших дней и давно уже заняли особое место не только в народном творчестве, но и в художественной литературе. К этому жанру обращались Ф. М. Достоевский, Л. Н. Толстой, Ф. Кафка, Б. Брехт, А. Камю, X. Л. Борхес и многие другие. В сборник вошли самые известные и занимательные притчи разных времен и наций. Книга адресована всем, кто любит или только решил познакомиться с этим удивительным жанром.",7 500 тг,3,Олма Медиа Групп,2018 г.,9785001112143,Твердый,20 мм,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5115828_1448806.jpeg
Любовь коротко,Жванецкий М.М.,"Сколько людей ответят вам - нет ее, столько же скажут - она существует! Она существует и имеет свой облик, бледный с горящим взором и букетиком или кастрюлькой в рунах. Пути ее неисповедимы. Она сильна, как смерть. Кто-то когда-то обозначил это удивительное состояние словом ""любовь"". Уважать человека - одно, а любить его - совсем третье. Любить, как любят ребенка. Получать от него загадочные токи, тревожиться о нем за тридевять земель. Видим глазами, слышим ушами, а любим сердцем. И даже абсолютно здоровые люди, попадая в эту ситуацию, сразу ощущают, где оно находится... Всем сердцем любя!",2 900 тг,5,Эксмо,2017 г.,9785699569366,176,Твердый,165 мм x 107 мм,17 мм,194 г.,http://www.bookcity.kz/content/images/thumbs/5057765_1387733.jpeg
Любовь не имеет границ,"Кожевников А.Ю., Линдберг Т.Б. ","Любовь была и остается не только самым ярким из человеческих чувств, но и одной из основных тем в мировой культуре и искусстве. Во все времена писатели и поэты, художники и скульпторы, музыканты и актеры пытались выразить это высокое и загадочное чувство в своих произведениях. В этом сборнике собрано все лучшее о любви - самые романтические определения, сентиментальные откровения классиков, безумные признания знаменитостей, близкие сердцу стихотворные строки, а также звучные афоризмы и крылатые фразы.",7 600 тг,4,Олма Медиа Групп,2015 г.,9785373050302,304,Твердый,290 мм x 205 мм,25 мм,1063 г.,http://www.bookcity.kz/content/images/thumbs/5100220_1436981.jpeg
Метаморфозы или Золотой осел,Апулей,"Еще Александр Пушкин ""читал охотно Апулея, а Цицерона не читал"", и не случайно. Книга, написанная в жанре авантюрно-фантастического романа, увлекает читателя мистическими превращениями, страшными сказочными историями. Главный герой случайно превращается в осла. Чтобы снова стать человеком, ему нужны волшебные лепестки розы, но на пути к спасительному цветку его ждут удивительные приключения.",2 500 тг,0,Вече,2017 г.,9785444450536,352,Твердый,200 мм x 130 мм,20 мм,365 г.,http://www.bookcity.kz/content/images/thumbs/5096273_1434067.jpeg
Мифы викингов,Первухин В.Я.,"Эта книга, соединяющая увлекательность с безупречной научной точностью, знакомит читателей с картиной мира викингов - скандинавов-язычников, отважных воинов, которые устрашали Европу в IX - первой половине XI в. Их мифологические представления отразились в памятниках литературы, оказавших огромное влияние на всю мировую культуру: Старшей и Младшей Эдде, исландских сагах, а также в памятниках древнего изобразительного искусства и религиозного культа, открытых археологами. Неистовый Один, силач Тор, хитроумный Локи, Мировой Змей Ёрмунганд. грозящий богам гибелью, воинственные девы валькирии - вот лишь немногие персонажи этой книги.Ее автор - Владимир Яковлевич Петрухин, доктор исторических наук, профессор, ведущий научный сотрудник Института славяноведения РАН, член Археологической комиссии древностей, известный специалист по фольклору и мифологии.",8 400 тг,3,Олма,2018 г.,9785001112952,Твердый,260 мм x 210 мм,21 мм,900 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5122186_1454935.jpeg
Мифы Древней Греции,Кун Н.А.,"Зевс-громовержец и покровительница богов Гера, колебатель земли Посейдон и его супруга Амфитрита, предводитель муз Аполлон, охотница Артемида, мудрая воительница Афина, вечно юная Афродита, лукавый Гермес и умелец-Гефест, а также другие божества и великие герои Эллады словно оживают на страницах бессмертной книги Н. А. Куна. Сотворение мира, рождение богов, их сражения с титанами и жизнь на Олимпе, подвиги Персея, Геракла и Тесея предстают перед читателем в более чем 600 иллюстрациях - как классических, так и современных художников.",7 600 тг,5,Олма Медиа Групп,2017 г.,9785090454094,304,Твердый,25 мм,1025 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5120299_1453099.jpeg
Мифы древней Индии,Неизвестно,"В этой книге собраны рассказы обо всех важнейших богах индийского пантеона: прародителе Брахме, воинственном Индре, многоликом Вишну, разрушителе Шиве, всеведущем Варуне, владыке царства мертвых Яме, покровительнице искусств Сарасвати, богине удачи и процветания Лакшми, многорукой Парвати, а также других божествах, великих героях и мудрецах индийской мифологии. Сотворение мира, рождение богов, их сражения и увлекательные истории из их жизни предстают перед читателем в более чем 500 иллюстрациях - как классических, так и современных художников.",8 000 тг,3,Олма Медиа Групп,2018 г.,9785001113089,256,Твердый,25 мм,935 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5115818_1448796.jpeg
"Михаил Задорнов. Шеф, гуру, незвезда...",Дроботенко С.А.,"К 70-летию Михаила Задорнова! Книга написана учеником великого юмориста Сергеем Дроботенко. В ней автор вспоминает множество интересных фактов из жизни Задорнова, неизвестных широкой публике ранее. Книга иллюстрирована эксклюзивными фотографиями из личного архива Задорнова и Дроботенко.Здесь много смешного. Иногда гомерически смешного. Ведь, когда комик пишет о комике, по-другому и быть не может. «Я хорошо помню этот день… Меня держали за пятку головой вниз, мне стало дико смешно…»                                                                                                  Михаил ЗадорновЯ бы сразу хотел пояснить, зачем написал эту книгу. Михаил Задорнов…   И вот уже рука потянулась написать слово «был», но нет, еще прошло не так много времени с момента его ухода, и всё моё нутро страшно противится этому глаголу, поскольку принимать это разумом не хочется. Михаил Николаевич – человек незаурядный и для всех разный. Я рассказал о «своём» Задорнове со всеми его чудачествами, увлечениями, с искромётными остротами и детскими обидами, с глубокой жизненной философией и со смешными капризами…  Здесь много смешного. Иногда гомерически смешного. Ведь, когда комик пишет о комике, по-другому и быть не может. Но будет и комок в горле. Поскольку в свете известных событий даже самые потешные эпизоды все равно будут восприниматься в ореоле светлой грусти. Я уверен, что многие из вас просто заново откроют для себя этого блестящего артиста, автора и человека, неординарного во всём.                                                                                               Сергей Дроботенко",3 400 тг,2,Эксмо,2018 г.,9785040944668,288,Твердый,200 мм x 130 мм,20 мм,365 г.,http://www.bookcity.kz/content/images/thumbs/5120938_1453746.jpeg
Московское гостеприимство,Аверченко А.Т.,"В сборник прославленного писателя-сатирика Аркадия Аверченко вошли рассказы разных лет, представляющие читателю уникальный калейдоскоп комических ситуаций, от всевозможных забавных бытовых сценок до хлесткой политической сатиры. Наивность и бескорыстие, невинные хитрости, мягкий юмор в рассказах о детях, ужас и негодование, абсурд, эксцентрика в рассказах послереволюционных, жизнерадостный задорный смех и желчный сарказм — вся палитра комического подвластна перу Аверченко, этого ""рыцаря улыбки"", ""русского Марка Твена"", ""короля смеха""...",1 300 тг,1,Азбука-Аттикус,2014 г.,9785389071247,416,Твердый,200 мм x 130 мм,28 мм,320 г.,http://www.bookcity.kz/content/images/thumbs/5063816_1404213.jpeg
Мудрость великих правителей,Сост. Корешкин И.А.,"В книге собраны лучшие афоризмы, цитаты и высказывания самых известных и знаменитых правителей с древнейших времен до XX века - от царя Соломона и властелинов Древнего Рима до последних российских императоров и советских вождей.",8 400 тг,0,Олма Медиа Групп,2018 г.,9785001112754,Твердый,20 мм,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5133673_1465649.jpeg
